,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,y
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224706034371366,0.296033079209201,0.212301330921308,0.194211138389973,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5652649496938651,0.21642559985139542,0.5558779974678187,0.24398300061645975,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224706034371366,0.296033079209201,0.212301330921308,0.194211138389973,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60604103704775,0.2345960941132316,0.5935973151538879,0.26236886441429397,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224706034371366,0.296033079209201,0.212301330921308,0.194211138389973,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618494391403973,0.2578927731542247,0.6043290934107229,0.28344400381240825,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.224706034371366,0.296033079209201,0.212301330921308,0.194211138389973,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6205483300564755,0.2744155651656169,0.6084953296837408,0.2964330220178434,0.0
4,0.0,0.0,0.0,0.0,0.0,0.224706034371366,0.296033079209201,0.212301330921308,0.194211138389973,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6121163713777824,0.2907552791491825,0.6045150861014829,0.3070620636760936,0.0
5,0.0,0.0,0.0,0.0,0.224706034371366,0.296033079209201,0.212301330921308,0.194211138389973,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5920093929901298,0.3305518654480896,0.6062820166637001,0.32036208654278553,0.0
6,0.0,0.0,0.0,0.224706034371366,0.296033079209201,0.212301330921308,0.194211138389973,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4899826929779439,0.4097102277298147,0.5300436127212953,0.3569325758282286,0.0
7,0.0,0.0,0.224706034371366,0.296033079209201,0.212301330921308,0.194211138389973,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5320560047439353,0.4530997203248281,0.5999024673706418,0.40940089162145094,0.0
8,0.0,0.224706034371366,0.296033079209201,0.212301330921308,0.194211138389973,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5757076062113234,0.5906370887299071,0.6657252806305031,0.6133101830549421,0.0
9,0.224706034371366,0.296033079209201,0.212301330921308,0.194211138389973,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5082951775955161,0.635125049491883,0.5701436368490888,0.6801944796170134,0.0
10,0.296033079209201,0.212301330921308,0.194211138389973,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49778765985745255,0.6683308267890159,0.5357349890585423,0.7177345716699046,0.0
11,0.212301330921308,0.194211138389973,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4648381597899442,0.6335460015018746,0.49554196858536903,0.6872561148667287,0.0
12,0.194211138389973,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471216179816135,0.6303879055218574,0.4889020295252476,0.6701142697139221,0.0
13,0.0949735107895076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47804822838656336,0.6268865382396653,0.47991858256155373,0.6419957894579311,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4432826141421059,0.6069081484530372,0.43643349146193366,0.6024799030864667,0.0
